WKT,nama,deskripsi
"LINESTRING (125.52583 -1.808191, 125.526977 -1.808175, 125.527284 -1.808101, 125.527966 -1.808002, 125.528758 -1.808005, 125.529436 -1.808129, 125.531316 -1.808468, 125.532076 -1.808889, 125.532624 -1.809024, 125.533542 -1.809024, 125.533861 -1.809321, 125.534181 -1.809542, 125.534416 -1.809966, 125.534686 -1.810581, 125.534559 -1.811013, 125.534305 -1.811823, 125.534419 -1.812015, 125.534765 -1.812231, 125.535222 -1.812361, 125.535682 -1.812537, 125.536031 -1.81294, 125.536582 -1.813606, 125.536998 -1.814012, 125.537579 -1.814001, 125.538019 -1.81418, 125.538528 -1.814422, 125.538924 -1.814837, 125.53896 -1.815163, 125.538602 -1.816137, 125.538093 -1.817624, 125.53783 -1.817943, 125.53631 -1.818482, 125.535924 -1.818744, 125.535698 -1.818972, 125.535471 -1.819199, 125.535304 -1.819822, 125.534885 -1.820224, 125.534459 -1.820558, 125.533689 -1.820958, 125.532804 -1.821154, 125.531842 -1.821108, 125.531479 -1.821588, 125.531276 -1.822195, 125.531065 -1.822601, 125.531145 -1.823161, 125.531391 -1.823692, 125.531547 -1.824318, 125.531539 -1.824982, 125.531501 -1.82545, 125.53158 -1.825751, 125.53194 -1.825882, 125.532341 -1.825925, 125.532792 -1.825926, 125.532974 -1.826078, 125.533284 -1.826351, 125.533802 -1.827366, 125.534291 -1.827708, 125.534789 -1.828042, 125.535348 -1.828675, 125.535898 -1.82878, 125.53633 -1.828951, 125.536444 -1.829254, 125.536532 -1.829658, 125.536457 -1.830332, 125.536189 -1.830856, 125.535988 -1.831182, 125.53594 -1.832035, 125.536113 -1.832634, 125.536091 -1.833143, 125.536203 -1.833634, 125.536478 -1.834147, 125.536811 -1.83435, 125.537347 -1.834483, 125.53785 -1.834741, 125.53825 -1.834922, 125.539689 -1.835048, 125.540031 -1.835, 125.541033 -1.835103, 125.541508 -1.835328, 125.541703 -1.835306, 125.54211 -1.835296, 125.544016 -1.834863, 125.544393 -1.834666, 125.544594 -1.834252, 125.544636 -1.833394, 125.544552 -1.832534, 125.544569 -1.832174, 125.544922 -1.831789, 125.546878 -1.829486, 125.548137 -1.82882, 125.548812 -1.828413, 125.549504 -1.828224, 125.55067 -1.828166, 125.552968 -1.8282, 125.553569 -1.828141, 125.553885 -1.827999, 125.554382 -1.82784, 125.554896 -1.827841, 125.555621 -1.828019, 125.557052 -1.828204, 125.558973 -1.828207, 125.559837 -1.828088, 125.560197 -1.827726, 125.559925 -1.827255, 125.55955 -1.826731, 125.559406 -1.82629, 125.559387 -1.825765, 125.559149 -1.824614, 125.559261 -1.824114, 125.559485 -1.823939, 125.559742 -1.823949, 125.560285 -1.823955, 125.561312 -1.824035, 125.562292 -1.824016, 125.563786 -1.824064, 125.563949 -1.823908, 125.564344 -1.82378, 125.56468 -1.823894, 125.565317 -1.824105, 125.566912 -1.824175, 125.569189 -1.824316, 125.571297 -1.824416, 125.575649 -1.824616, 125.575929 -1.824573, 125.576151 -1.824199, 125.576402 -1.823632, 125.576891 -1.822477, 125.577161 -1.822078, 125.577516 -1.821415, 125.57768 -1.821099, 125.577884 -1.820949, 125.5783 -1.820731, 125.579001 -1.820432, 125.579291 -1.820441, 125.57943 -1.820258, 125.579569 -1.820192, 125.580275 -1.820015, 125.580865 -1.81977, 125.581378 -1.819517, 125.581679 -1.819096, 125.581914 -1.818507, 125.582327 -1.817837, 125.582702 -1.817584, 125.58283 -1.817233, 125.583158 -1.816376, 125.583826 -1.815185, 125.584682 -1.813768, 125.5858 -1.812936, 125.5865 -1.812627, 125.587031 -1.812247)",Ruas MINALULI-MODAPUHI,
"LINESTRING (125.966832 -2.053622, 125.967494 -2.05231, 125.969111 -2.053414, 125.969876 -2.053866, 125.970781 -2.054457, 125.971791 -2.054754, 125.973515 -2.055111, 125.974199 -2.055378, 125.975165 -2.055809, 125.97567 -2.056032, 125.976933 -2.056373, 125.9783 -2.056759, 125.980113 -2.057234)",Ruas WAIBAU-PELABUHAN,
"LINESTRING (125.979016 -2.069142, 125.975859 -2.068784, 125.973053 -2.06849, 125.972593 -2.068429, 125.972098 -2.068339, 125.971304 -2.0683, 125.970064 -2.068263, 125.969074 -2.068013, 125.96807 -2.067805, 125.967511 -2.067402, 125.967008 -2.066963, 125.96656 -2.066937, 125.965685 -2.066592, 125.965186 -2.066344, 125.96452 -2.06579, 125.963152 -2.065177, 125.962087 -2.064645, 125.96098 -2.063932, 125.95956 -2.062646, 125.959051 -2.062361, 125.958123 -2.062076, 125.957008 -2.061019, 125.956149 -2.060765, 125.954664 -2.060284, 125.953468 -2.059428, 125.951793 -2.058602, 125.950532 -2.058578, 125.949312 -2.057947, 125.948104 -2.057962, 125.947198 -2.057204, 125.946241 -2.056497, 125.924147 -2.053404, 125.915434 -2.051602, 125.912391 -2.04924, 125.911361 -2.045902, 125.909828 -2.043836, 125.908656 -2.040769, 125.907555 -2.040845, 125.906353 -2.039787, 125.904233 -2.035949, 125.902531 -2.031523, 125.901473 -2.027004, 125.899438 -2.0242, 125.897795 -2.024448, 125.893789 -2.024762, 125.891848 -2.024174, 125.890674 -2.02344, 125.890337 -2.022373, 125.890112 -2.021688, 125.889703 -2.020911, 125.889366 -2.020371, 125.888924 -2.020081, 125.886418 -2.019351, 125.886131 -2.019082, 125.885987 -2.018478, 125.885482 -2.018041, 125.885121 -2.017831, 125.884814 -2.017311, 125.884182 -2.01688, 125.883396 -2.016944, 125.88303 -2.016895, 125.882714 -2.017008, 125.882363 -2.017016, 125.882114 -2.01696)",Ruas FOGI-MALBUFA,
"LINESTRING (125.975601 -2.068749, 125.975715 -2.068429, 125.975946 -2.068054, 125.976468 -2.06737, 125.976675 -2.067045, 125.976919 -2.066726, 125.97716 -2.066501, 125.977367 -2.066181, 125.977801 -2.065334, 125.978179 -2.064457, 125.978491 -2.063699, 125.978813 -2.062951, 125.979131 -2.061902, 125.979234 -2.061489, 125.979269 -2.061076, 125.978994 -2.060422, 125.978671 -2.059569, 125.978301 -2.05847, 125.97818 -2.058087, 125.978129 -2.057674, 125.978143 -2.057245, 125.978196 -2.05685, 125.978359 -2.056245, 125.978448 -2.055672, 125.978478 -2.055196, 125.978569 -2.054893, 125.978772 -2.054619, 125.9792 -2.054075, 125.979724 -2.053704, 125.980304 -2.053332, 125.980965 -2.052934, 125.981127 -2.053305, 125.981322 -2.053734, 125.981585 -2.054392)",Ruas FOGI-DINKES,
"LINESTRING (125.979023 -2.069147, 125.979215 -2.068861, 125.979428 -2.068507, 125.979819 -2.067875, 125.980198 -2.06698, 125.980419 -2.066175, 125.980749 -2.064942, 125.980975 -2.063997, 125.981141 -2.063039, 125.981287 -2.062373, 125.981312 -2.061939, 125.981074 -2.061318, 125.98058 -2.060674, 125.979977 -2.059846, 125.979694 -2.059243, 125.979367 -2.05859, 125.979195 -2.05818, 125.979164 -2.05787, 125.979122 -2.057557, 125.979104 -2.057174, 125.979159 -2.056631, 125.979356 -2.055769, 125.979454 -2.055268, 125.979585 -2.054931, 125.979975 -2.054487, 125.980414 -2.054204, 125.981275 -2.053562, 125.981583 -2.053415, 125.98207 -2.053299, 125.982622 -2.053217, 125.982937 -2.053191, 125.983235 -2.053194, 125.983879 -2.05317, 125.984781 -2.052982, 125.985297 -2.052854, 125.985952 -2.05268, 125.986525 -2.052525, 125.987038 -2.05233, 125.987287 -2.052174, 125.987606 -2.051885, 125.987916 -2.051591, 125.988144 -2.05132, 125.98836 -2.050965, 125.988582 -2.050657, 125.988931 -2.050834, 125.989213 -2.050996)",Ruas PEREMPATAN FOGI-SMPN1,
"LINESTRING (125.967908 -2.090085, 125.970344 -2.090794, 125.971112 -2.088794, 125.972024 -2.08657, 125.973095 -2.084223, 125.973581 -2.083233, 125.974082 -2.08217, 125.975011 -2.080117, 125.975246 -2.079428, 125.975481 -2.078623, 125.975487 -2.077765, 125.97558 -2.07745, 125.975717 -2.077084, 125.975858 -2.076662, 125.976058 -2.075799, 125.976127 -2.07551, 125.97627 -2.075318, 125.976469 -2.075196, 125.976826 -2.074934, 125.97703 -2.074632, 125.977074 -2.074392, 125.977115 -2.074155, 125.977229 -2.073905, 125.977381 -2.073576, 125.977591 -2.073209, 125.977969 -2.072526, 125.978733 -2.071366, 125.979002 -2.071063, 125.979318 -2.070739, 125.979486 -2.070531, 125.979756 -2.070279, 125.979975 -2.069973, 125.980115 -2.069654, 125.98024 -2.069322)",Ruas WAIIPA-BANK BPD,
"LINESTRING (125.981513 -2.069549, 125.981873 -2.068838, 125.982208 -2.068094, 125.982701 -2.06704, 125.98317 -2.066061, 125.984089 -2.063, 125.984054 -2.061713, 125.984026 -2.06073, 125.983945 -2.060381)",Ruas PASAR FOGI-FALAHU (Timbunan),
"LINESTRING (125.966795 -2.083257, 125.966775 -2.08301, 125.966484 -2.082698, 125.966283 -2.082491, 125.966215 -2.082187, 125.966337 -2.081975, 125.967094 -2.081592, 125.967763 -2.081289, 125.968543 -2.08084, 125.968696 -2.080673, 125.968842 -2.080437, 125.968963 -2.080106, 125.969173 -2.079811, 125.96999 -2.078803, 125.970407 -2.078386, 125.97065 -2.078157, 125.970868 -2.077827, 125.971346 -2.076927, 125.971537 -2.076486, 125.97179 -2.076059, 125.97219 -2.07544, 125.972415 -2.075036, 125.972653 -2.074521, 125.972914 -2.073954, 125.973078 -2.073571, 125.973328 -2.0732, 125.973707 -2.072959, 125.973991 -2.072709, 125.974244 -2.072501, 125.974498 -2.072205, 125.974741 -2.071724, 125.974908 -2.071231, 125.975201 -2.070719, 125.975407 -2.070093, 125.975635 -2.0694, 125.975733 -2.069069, 125.975813 -2.068798)",Ruas FOGI LAPAS-WAIIPA,
"LINESTRING (125.966967 -2.053396, 125.969994 -2.055023, 125.970386 -2.055143, 125.971256 -2.055867, 125.972203 -2.056327, 125.972723 -2.056634, 125.973234 -2.057077, 125.973797 -2.05729, 125.974121 -2.057085, 125.974189 -2.056583, 125.974769 -2.056668)",Ruas WAIBAU-FAGUDU,
"LINESTRING (125.975075 -2.055764, 125.974919 -2.056232, 125.974778 -2.056466, 125.974716 -2.057091, 125.9747 -2.057559, 125.974684 -2.058183, 125.974809 -2.058777, 125.974731 -2.059245, 125.974356 -2.059698, 125.97395 -2.059994, 125.973575 -2.060275, 125.973575 -2.06065, 125.973825 -2.060775, 125.973997 -2.061243, 125.973856 -2.061559, 125.973632 -2.061822, 125.9737 -2.061962, 125.973876 -2.062338, 125.97413 -2.062484, 125.974483 -2.062661, 125.974653 -2.062854, 125.974724 -2.063, 125.974861 -2.063069, 125.975188 -2.063032, 125.975388 -2.063027, 125.975603 -2.063061, 125.975969 -2.063141, 125.976307 -2.063193, 125.976873 -2.06328, 125.977624 -2.06343, 125.978412 -2.063812)",Ruas FAGUDU-RSUD,
"LINESTRING (125.966678 -2.005597, 125.966086 -2.005701, 125.965477 -2.005803, 125.965126 -2.005856, 125.96481 -2.005913, 125.964844 -2.006451, 125.964828 -2.007308, 125.965164 -2.007093, 125.965829 -2.006822, 125.966287 -2.006558, 125.966385 -2.006339, 125.966391 -2.006201, 125.966944 -2.005905, 125.967881 -2.005443, 125.968303 -2.005228, 125.968227 -2.005133, 125.966701 -2.005911, 125.966328 -2.006092, 125.966119 -2.00602, 125.96586 -2.006089, 125.964864 -2.006513)",Ruas KANTOR BUPATI BAWAH,
"LINESTRING (125.96486 -2.007414, 125.964896 -2.007619, 125.964753 -2.007771, 125.964485 -2.007771, 125.964048 -2.00786, 125.963789 -2.00778, 125.96361 -2.007584, 125.96353 -2.006932, 125.962396 -2.006308, 125.961905 -2.006254, 125.961298 -2.005942, 125.96111 -2.00554, 125.96111 -2.005148, 125.961477 -2.004728, 125.96161 -2.004363, 125.96195 -2.004131, 125.96211 -2.004015, 125.962262 -2.0038, 125.96261 -2.003809, 125.963075 -2.003979, 125.963467 -2.004157, 125.963825 -2.004131, 125.964378 -2.003908, 125.964958 -2.003676, 125.965253 -2.003684, 125.965753 -2.003908, 125.966012 -2.004291, 125.966324 -2.004835, 125.96678 -2.005736, 125.966884 -2.00583, 125.967204 -2.006412, 125.967465 -2.006891, 125.967351 -2.006937, 125.966777 -2.005864, 125.966776 -2.005738)",Ruas KANTOR BUPATI ATAS,
"LINESTRING (125.970808 -2.007287, 125.970613 -2.007328, 125.969734 -2.007433, 125.969286 -2.007645, 125.968904 -2.007921, 125.968562 -2.007303, 125.968383 -2.007084, 125.967862 -2.006986, 125.967487 -2.006896, 125.967243 -2.006978, 125.966763 -2.007498, 125.966641 -2.007897, 125.966665 -2.008344, 125.966796 -2.008474, 125.967105 -2.008515, 125.967609 -2.008564, 125.967911 -2.008613, 125.967935 -2.009011, 125.967455 -2.008897, 125.967349 -2.008735, 125.967162 -2.008816, 125.966739 -2.008792, 125.966543 -2.009133, 125.966616 -2.009312, 125.967316 -2.009508, 125.967707 -2.009451, 125.968212 -2.009337, 125.968334 -2.009158, 125.968269 -2.009011, 125.967943 -2.008995, 125.967911 -2.008637, 125.968073 -2.008596, 125.968692 -2.008157, 125.96892 -2.007929)",Ruas KAWASAN DPRD,
"LINESTRING (126.070654 -1.882263, 126.072244 -1.882253, 126.073799 -1.882613, 126.075512 -1.88263, 126.076871 -1.882434, 126.077701 -1.882319, 126.07869 -1.882204, 126.07989 -1.882291, 126.080703 -1.881971, 126.08217 -1.881089, 126.083734 -1.880109, 126.084426 -1.87986, 126.085423 -1.879328, 126.087606 -1.878551, 126.088571 -1.878427, 126.090007 -1.878143, 126.09085 -1.878227, 126.091435 -1.877953, 126.092232 -1.878163, 126.092785 -1.878072, 126.093488 -1.877655, 126.094243 -1.87745, 126.094896 -1.877232, 126.095672 -1.877032, 126.096483 -1.877266, 126.09763 -1.877734, 126.09853 -1.878475, 126.098901 -1.879197, 126.099396 -1.879709, 126.099723 -1.880074, 126.10065 -1.880545, 126.101153 -1.88058, 126.101621 -1.880685, 126.102353 -1.881009, 126.102988 -1.881041, 126.1032 -1.880699, 126.103235 -1.880357, 126.10357 -1.880245, 126.104962 -1.880112, 126.106324 -1.880078, 126.107773 -1.880291, 126.109345 -1.880584, 126.110749 -1.880931, 126.112628 -1.881574, 126.114146 -1.882183, 126.116034 -1.883241, 126.117568 -1.884251, 126.11975 -1.885187, 126.121535 -1.885453, 126.12289 -1.886242, 126.123972 -1.887111, 126.125255 -1.887265, 126.126152 -1.887042, 126.12742 -1.886634, 126.12895 -1.886692, 126.130365 -1.887024, 126.134725 -1.888086, 126.13752 -1.889402, 126.139419 -1.889773, 126.140549 -1.889481, 126.143418 -1.888759, 126.145157 -1.888498, 126.146318 -1.888334, 126.149042 -1.888085, 126.151309 -1.887319, 126.153094 -1.886175, 126.153738 -1.885827, 126.154766 -1.885384, 126.155599 -1.885173, 126.156286 -1.885066, 126.156921 -1.884902, 126.157726 -1.884746, 126.158576 -1.884523, 126.159247 -1.885153, 126.159803 -1.885036, 126.160544 -1.884669, 126.161399 -1.884238, 126.161576 -1.884668, 126.162608 -1.884424, 126.164062 -1.884064, 126.165423 -1.883601, 126.166236 -1.883215, 126.166892 -1.882809, 126.168058 -1.882351, 126.168559 -1.882122, 126.168873 -1.88186, 126.168864 -1.881604, 126.169183 -1.881547, 126.169952 -1.881225, 126.170518 -1.880852, 126.171145 -1.880504, 126.171564 -1.880207, 126.172152 -1.880015, 126.172944 -1.879724, 126.173368 -1.879297, 126.173761 -1.879098, 126.175194 -1.878767, 126.176957 -1.877848, 126.178523 -1.877489, 126.180287 -1.876748, 126.181737 -1.876255, 126.182633 -1.876095, 126.183675 -1.875762, 126.184831 -1.87549, 126.186 -1.874902, 126.186704 -1.874667, 126.187527 -1.874591, 126.189021 -1.873595, 126.190317 -1.8725, 126.192711 -1.870626, 126.196577 -1.868275, 126.198962 -1.867752, 126.201004 -1.867275, 126.203823 -1.867131, 126.206032 -1.866757, 126.206863 -1.866724, 126.207536 -1.866863, 126.208782 -1.867423, 126.210827 -1.868504, 126.211561 -1.868636, 126.212309 -1.868676, 126.214118 -1.869237, 126.216138 -1.869626, 126.217056 -1.869897, 126.217977 -1.869966, 126.218839 -1.87012, 126.219369 -1.870157, 126.219873 -1.870313, 126.220603 -1.870501, 126.22194 -1.871309, 126.223145 -1.872513, 126.22402 -1.873518, 126.225009 -1.873963, 126.226242 -1.874238, 126.22739 -1.874598, 126.228021 -1.874843, 126.228577 -1.875025, 126.22935 -1.875107, 126.233405 -1.876964, 126.243437 -1.87839, 126.245126 -1.878114, 126.245962 -1.878179, 126.246583 -1.878044, 126.247069 -1.877607, 126.248032 -1.877063, 126.250233 -1.87593, 126.251417 -1.875065, 126.252266 -1.874097, 126.254062 -1.872186, 126.254827 -1.871256, 126.255733 -1.870491, 126.256211 -1.870158, 126.256781 -1.869887, 126.25711 -1.869679, 126.257371 -1.869397, 126.257735 -1.868846, 126.257609 -1.86852, 126.257589 -1.868303, 126.257813 -1.868198, 126.258144 -1.868251, 126.258442 -1.868086, 126.258645 -1.867891, 126.259192 -1.867457)",Ruas KOU-WAISAKAI,
"LINESTRING (126.482224 -1.827378, 126.481918 -1.827278, 126.481623 -1.828638, 126.481152 -1.82951, 126.481523 -1.829692, 126.481912 -1.828968, 126.482166 -1.827908, 126.482384 -1.826683, 126.482626 -1.825562)",Jalan Desa WAISUM,
"LINESTRING (126.067845 -2.45456, 126.065953 -2.458451, 126.065596 -2.459042, 126.065357 -2.459562, 126.064997 -2.460094, 126.064225 -2.461164, 126.06356 -2.462175, 126.063089 -2.462781, 126.062606 -2.463209, 126.062252 -2.46359, 126.061781 -2.464149, 126.060686 -2.465348, 126.059937 -2.46648, 126.059259 -2.467688, 126.057872 -2.470077, 126.056913 -2.471206, 126.055776 -2.472229, 126.055193 -2.472796, 126.054505 -2.473268, 126.053788 -2.473779, 126.053035 -2.474207, 126.051388 -2.474921, 126.049974 -2.475416, 126.04919 -2.475568, 126.048193 -2.475632, 126.046929 -2.475446, 126.045658 -2.474952, 126.04501 -2.474598, 126.044339 -2.474303, 126.043421 -2.473888, 126.042452 -2.473268, 126.042485 -2.473131)",Jalan Desa KAWASAN WISATA Tj.WAKA,
"LINESTRING (125.380922 -1.883446, 125.37992 -1.883133, 125.379294 -1.882883, 125.378871 -1.882836, 125.378511 -1.88282, 125.378448 -1.882335, 125.376805 -1.882586, 125.376773 -1.883071, 125.375803 -1.883212, 125.375725 -1.882226, 125.378245 -1.881897, 125.379388 -1.881741, 125.381129 -1.882574, 125.380936 -1.883116, 125.381418 -1.883293, 125.381596 -1.882724, 125.381936 -1.882831, 125.382419 -1.881758, 125.383075 -1.88198, 125.382871 -1.882875, 125.381955 -1.882805)",Jalan Desa PASIPA,
"LINESTRING (125.330686 -1.843167, 125.330407 -1.842778, 125.330282 -1.842304, 125.330546 -1.841553, 125.330672 -1.840593, 125.330672 -1.840217, 125.330184 -1.840203, 125.330463 -1.836766, 125.330769 -1.836807, 125.330643 -1.839237, 125.331071 -1.839256, 125.331061 -1.840259, 125.33063 -1.840203, 125.330642 -1.839263)",Jalan Desa PELITA,
"LINESTRING (125.363231 -1.811293, 125.363402 -1.810881, 125.358939 -1.808719, 125.357136 -1.807655, 125.354921 -1.806162, 125.353788 -1.805476, 125.353376 -1.806334, 125.354406 -1.807106, 125.353805 -1.80817, 125.354647 -1.808702, 125.355179 -1.808084, 125.355436 -1.807741, 125.356861 -1.80853, 125.356638 -1.809011, 125.356295 -1.808857, 125.355814 -1.809852, 125.35669 -1.810195, 125.35705 -1.80932, 125.3582 -1.809972, 125.358458 -1.809509, 125.36105 -1.81107, 125.363042 -1.811877)",Jalan Desa DOFA,
"LINESTRING (125.454376 -1.793337, 125.453967 -1.794357, 125.453468 -1.794063, 125.453153 -1.79464, 125.45365 -1.79497, 125.453121 -1.795664, 125.453732 -1.796069, 125.453278 -1.795732, 125.453107 -1.795905, 125.452546 -1.79544, 125.453106 -1.795913, 125.452817 -1.796308, 125.452457 -1.796844, 125.45184 -1.796377, 125.45247 -1.795529, 125.453082 -1.79471, 125.452559 -1.795424, 125.452195 -1.795154, 125.453111 -1.793866, 125.453559 -1.794131, 125.453831 -1.793382, 125.453762 -1.793204, 125.453744 -1.793047, 125.453741 -1.79289, 125.453701 -1.79264, 125.453752 -1.792332, 125.453672 -1.79175, 125.453478 -1.791019, 125.453313 -1.790114, 125.453369 -1.789141, 125.453468 -1.788371, 125.454431 -1.786952, 125.455162 -1.786214, 125.455423 -1.78562, 125.456075 -1.784735, 125.456493 -1.784007, 125.456774 -1.78364, 125.457118 -1.783327, 125.457242 -1.782989, 125.45762 -1.782169, 125.45794 -1.781422, 125.458203 -1.781166, 125.458706 -1.780855, 125.459138 -1.780673, 125.459638 -1.780502, 125.460109 -1.780454, 125.460871 -1.780308, 125.461618 -1.78027, 125.462781 -1.780539, 125.464167 -1.780961, 125.464764 -1.780892, 125.465288 -1.780952, 125.465828 -1.780961, 125.466412 -1.780841, 125.466914 -1.780831, 125.467473 -1.780829, 125.467917 -1.780653, 125.468518 -1.780585, 125.468896 -1.780638)",Jalan Desa LEKOSULA,
"LINESTRING (125.966737 -2.053783, 125.966451 -2.053414, 125.966386 -2.052925, 125.966292 -2.052618, 125.965628 -2.052029, 125.965218 -2.051398, 125.964911 -2.050553, 125.964446 -2.050037, 125.963769 -2.049903, 125.963383 -2.049517, 125.962561 -2.049349, 125.96104 -2.048426, 125.960068 -2.047847, 125.95927 -2.047199, 125.958279 -2.046563, 125.956647 -2.045912, 125.954976 -2.046176, 125.954222 -2.046097, 125.953562 -2.045754, 125.952034 -2.044574, 125.951118 -2.043998, 125.950373 -2.043657, 125.948762 -2.04273, 125.948066 -2.042189, 125.947338 -2.041819, 125.944601 -2.040393, 125.943443 -2.0395, 125.942482 -2.038898, 125.941978 -2.038114, 125.941593 -2.037597, 125.941338 -2.037104, 125.941392 -2.036716, 125.941258 -2.036328, 125.940756 -2.036097, 125.93978 -2.036023, 125.938571 -2.035948, 125.936432 -2.036451, 125.933951 -2.035877, 125.932575 -2.031204, 125.929549 -2.029417, 125.928179 -2.029692, 125.927241 -2.030631, 125.926558 -2.032079, 125.924997 -2.03294, 125.922221 -2.033156, 125.921873 -2.032471, 125.920728 -2.031238, 125.919704 -2.03025, 125.918172 -2.030044, 125.916275 -2.029155, 125.915083 -2.027131, 125.91452 -2.025196, 125.912493 -2.021718, 125.912177 -2.020832, 125.912221 -2.020141, 125.912395 -2.019404, 125.912663 -2.018628, 125.912827 -2.017936, 125.912892 -2.017166, 125.91258 -2.016645, 125.912253 -2.016276, 125.911649 -2.015712, 125.911457 -2.015446, 125.910559 -2.014214, 125.910406 -2.014, 125.910245 -2.013897, 125.909993 -2.013916, 125.909649 -2.013945, 125.909313 -2.014064, 125.908846 -2.014163, 125.908639 -2.014056, 125.90803 -2.013456, 125.907475 -2.012994, 125.907136 -2.012827, 125.906761 -2.012763, 125.906485 -2.012798, 125.906037 -2.013072, 125.905745 -2.013243, 125.905499 -2.013323, 125.90528 -2.013391, 125.905024 -2.013429, 125.904695 -2.01344, 125.904274 -2.013847, 125.90406 -2.014039, 125.903698 -2.014139, 125.903425 -2.014304, 125.903091 -2.01462, 125.902919 -2.014606, 125.902808 -2.014492, 125.902724 -2.014189, 125.902674 -2.013996, 125.902503 -2.013758, 125.902296 -2.013563, 125.902115 -2.013408, 125.902032 -2.013238, 125.902142 -2.012868, 125.902179 -2.01267, 125.902093 -2.012442, 125.901626 -2.011958, 125.900388 -2.011823, 125.899771 -2.01163, 125.898982 -2.011515, 125.898474 -2.011389, 125.89788 -2.010422, 125.897117 -2.009145, 125.896347 -2.008315, 125.895856 -2.007991, 125.895307 -2.007879, 125.894432 -2.007938, 125.89367 -2.008268, 125.893251 -2.008001, 125.893025 -2.007483, 125.89273 -2.006505)",Ruas MALBUFA-WAIBAU,maphub-meta:{"stroke": "#cc1b15"}
